date,rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
2026-04-18,83,USDC-SCRVUSD / Curve,Stake DAO,,"$655,178",655178.0,5.46,2.09,,,,5.45,,98.6,,,,,
2026-04-18,84,USDC,Liqwid,,"$631,942",631942.0,5.45,5.45,,,,5.45,,3.74,,,,,
2026-04-18,85,USDAI / For buying PT-USDai-18JUN2026,Pendle,,$35.91m,35910000.0,5.42,5.42,,,,5.19,,99.5,,,,,
2026-04-18,86,USDC,Fluid Lending,,$33.29m,33290000.0,5.34,4.31,,,,6.06,,47.0,,,,,
2026-04-18,87,USDC,DeltaPrime,,"$735,815",735815.0,5.33,5.33,,,,6.47,,69.1,,,,,
2026-04-18,88,USDM,Liqwid,,$1.44m,1440000.0,5.33,5.33,,,,5.33,,5.27,,,,,
2026-04-18,89,USDC / Autopilot,Harvest Finance,,"$769,807",769807.0,5.32,5.32,,,,4.86,,62.3,,,,,
2026-04-18,90,GTUSDCC,Morpho V1,,$1.2m,1200000.0,5.32,5.32,,,,6.13,,92.0,,,,,
2026-04-18,91,USDT,ZEROBASE CeDeFi,,$8.1m,8100000.0,5.3,3.3,,,,5.3,,98.9,,,,,
2026-04-18,92,USDC,Wasabi Perps,,$4.66m,4660000.0,5.26,5.26,,,,5.26,,4.58,,,,,
2026-04-18,93,USDC,Fluid Lending,,$11.1m,11100000.0,5.23,3.1,,,,6.61,,29.4,,,,,
2026-04-18,94,USDC,Loopscale,,$1.96m,1960000.0,5.22,5.22,,,,5.22,,5.1,,,,,
2026-04-18,95,FEUSDT02,Morpho V1,,$2.08m,2080000.0,5.18,5.18,,,,5.47,,55.0,,,,,
2026-04-18,96,NTBILL,Nest Credit,,"$669,839",669839.0,5.17,5.17,,,,5.17,,3.38,,,,,
2026-04-18,97,USDC,Harmonix Finance,,"$863,559",863559.0,5.12,5.12,,,,5.12,,5.24,,,,,
2026-04-18,98,GTUSDCF,Morpho V1,,$1.12m,1120000.0,5.01,5.01,,,,4.74,,90.0,,,,,
2026-04-18,99,USDC / Harvest USDC vault Base,Fusion by IPOR,,"$769,762",769762.0,4.96,4.96,,,,4.29,,62.3,,,,,
2026-04-18,100,BBQUSDC,Morpho V1,,$18.99m,18990000.0,4.93,4.93,,,,4.9,,64.8,,,,,
2026-04-19,1,USDC.E-USDT.E,Yuzu Finance,,"$827,541",827541,28.7,0.36,,,,28.34,,25.49,,,,,
2026-04-19,2,AUGUSTUSDC,Morpho V1,,$5.32m,5320000,18.86,16.52,,,,7.46,,100.0,,,,,
2026-04-19,3,USDC / yoUSD,YO Protocol,,$24.72m,24720000,16.96,4.96,,,,14.1,,60.3,,,,,
2026-04-19,4,USDC / yoUSD,YO Protocol,,"$584,471",584471,16.96,4.96,,,,14.13,,89.6,,,,,
2026-04-19,5,FEUSDH,Morpho V1,,$4.16m,4160000,16.76,16.76,,,,5.26,,54.8,,,,,
2026-04-19,6,IUSD,Indigo,,$4.57m,4570000,16.75,16.75,,,,16.75,,17.97,,,,,
2026-04-19,7,BBQUSDC,Morpho V1,,$1.62m,1620000,16.07,15.36,,,,4.29,,100.0,,,,,
2026-04-19,8,BBQUSDC,Morpho V1,,$1.61m,1610000,15.52,13.18,,,,4.23,,87.4,,,,,
2026-04-19,9,USDC / Clearstar Earn USDC,Euler V2,,"$631,664",631664,14.47,14.47,,,,2.89,,99.4,,,,,
2026-04-19,10,WNUSDT0-WNAUSD-WNUSDC / Balancer,Beefy,,$2.7m,2700000,13.95,14.16,,,,14.16,,78.3,,,,,
2026-04-19,11,USDC-MSUSD / stable - 0.05%,Velodrome V2,,$1.22m,1220000,13.89,13.89,,,,11.35,,100.0,,,,,
2026-04-19,12,APXUSD / For buying PT-apxUSD-18JUN2026,Pendle,,$3.11m,3110000,13.64,13.64,,,,14.31,,97.9,,,,,
2026-04-19,13,USDC-MSUSD / stable - 0.05%,Velodrome V2,,$1.32m,1320000,13.24,13.24,,,,10.85,,100.0,,,,,
2026-04-19,14,AUGUSTUSDCV2,Morpho V1,,$5.32m,5320000,13.06,10.72,,,,7.17,,99.7,,,,,
2026-04-19,15,MSUSD-USDC,Extra Finance Leverage Farming,,$1.19m,1190000,13.03,13.03,,,,11.88,,99.9,,,,,
2026-04-19,17,MSUSD-USDC,Aerodrome V1,,$6.7m,6700000,12.3,12.3,,,,11.27,,99.9,,,,,
2026-04-19,18,USDC / arbUSD,AUTOfinance,,$1.96m,1960000,12.14,10.26,,,,8.12,,100.0,,,,,
2026-04-19,19,MSUSD-USDC / Aerodrome,Beefy,,"$620,336",620336,11.75,10.8,,,,10.8,,51.6,,,,,
2026-04-19,20,DJED,Liqwid,,$1.72m,1720000,11.53,11.53,,,,11.53,,11.93,,,,,
2026-04-19,21,USDC / vault,Avantis,,$59.93m,59930000,11.53,11.53,,,,9.67,,32.6,,,,,
2026-04-19,22,USDC,Sprinter,,$2.96m,2960000,11.35,10.17,,,,,,10.17,,,,,
2026-04-19,23,AUSD,Accountable,,"$525,519",525519,11.3,6.3,,,,5.0,,11.3,,,,,
2026-04-19,24,AUSD,Accountable,,$9.9m,9900000,11.28,7.76,,,,3.52,,11.28,,,,,
2026-04-19,25,EARNAUSD,Upshift,,$39.69m,39690000,11.17,6.14,,,,5.03,,8.63,,,,,
2026-04-19,27,ZVUSDC,Zircuit Finance,,$1.51m,1510000,10.85,10.85,,,,8.7,,26.1,,,,,
2026-04-19,28,SUSDU,Unitas,,$47.35m,47350000,10.64,10.64,,,,10.64,,11.94,,,,,
2026-04-19,29,GTUSDCC,Morpho V1,,$2.48m,2480000,10.47,10.47,,,,5.66,,93.8,,,,,
2026-04-19,30,USDC,Purrlend,,"$541,285",541285,10.41,4.64,,,,10.38,,93.6,,,,,
2026-04-19,31,MIM-USDT0 / Mim,Beefy,,$1.15m,1150000,10.11,10.33,,,,10.33,,81.6,,,,,
2026-04-19,32,SUPERUSDC / SuperVault,Superform,,$1.86m,1860000,9.87,4.31,,,,5.99,,59.8,,,,,
2026-04-19,33,USDC.E,Kinetic,,"$582,655",582655,9.79,3.34,,,,6.45,,11.0,,,,,
2026-04-19,34,AUSD,Neverland,,$8.38m,8380000.000000001,9.78,4.38,,,,10.19,,80.8,,,,,
2026-04-19,35,HYPERUSDCA,Morpho V1,,$28.31m,28310000,9.75,7.41,,,,6.75,,94.9,,,,,
2026-04-19,36,USDT0,Neverland,,$3.55m,3550000,9.54,4.03,,,,9.2,,83.9,,,,,
2026-04-19,37,BBQUSDC,Morpho V1,,$19.51m,19510000,9.41,9.41,,,,3.16,,97.9,,,,,
2026-04-19,38,BBQUSDT0,Morpho V1,,$30.18m,30180000,9.32,9.32,,,,3.25,,100.0,,,,,
2026-04-19,39,ALUSD-USDC / Curve,Stake DAO,,"$698,808",698808,9.21,0.17,,,,9.46,,95.9,,,,,
2026-04-19,40,DAI-USDT / 0.00%,Uniswap V4,,"$535,004",535004,9.2,9.2,,,,9.2,,12.46,,,,,
2026-04-19,41,ALUSD-USDC,Curve DEX,,"$734,601",734601,9.14,0.23,,,,9.93,,100.0,,,,,
2026-04-19,42,BBQUSD1,Morpho V1,,$3.59m,3590000,9.13,2.32,,,,186.0,,92.1,,,,,
2026-04-19,43,BBQUSD1,Morpho V1,,$3.59m,3590000,9.06,9.06,,,,362.0,,100.0,,,,,
2026-04-19,44,USDT,ZEROBASE CeDeFi,,$7.94m,7940000,9.0,7.0,,,,9.0,,99.7,,,,,
2026-04-19,45,USDC,ZEROBASE CeDeFi,,"$790,852",790852,9.0,7.0,,,,9.0,,97.4,,,,,
2026-04-19,46,AUSD,Yearn Finance,,$2.01m,2009999.9999999998,8.88,8.88,,,,8.88,,2.69,,,,,
2026-04-19,47,USDC,MortgageFi,,"$730,051",730051,8.43,9.1,,,,9.1,,97.8,,,,,
2026-04-19,48,USDC,Fluid Lending,,$30.4m,30400000,8.42,7.4,,,,6.14,,50.1,,,,,
2026-04-19,49,USDC / baseUSD,AUTOfinance,,$6.05m,6050000,8.4,4.89,,,,6.82,,99.9,,,,,
2026-04-19,50,USDC / Euler Earn USDC,Euler V2,,"$792,630",792630,8.3,8.3,,,,3.54,,61.2,,,,,
2026-04-19,51,USDC,Neverland,,$17.25m,17250000,8.23,3.89,,,,8.38,,82.5,,,,,
2026-04-19,52,BBQUSDT0,Morpho V1,,$30.15m,30150000,8.1,8.1,,,,2.89,,12.7,,,,,
2026-04-19,53,BBQUSDC,Morpho V1,,$16.2m,16200000,8.03,8.03,,,,2.78,,26.1,,,,,
2026-04-19,54,USDC,Loopscale,,$2.11m,2110000,8.03,7.44,,,,0.59,,8.38,,,,,
2026-04-19,55,USDC,Fluid Lending,,$9.49m,9490000,8.01,5.76,,,,6.7,,27.5,,,,,
2026-04-19,56,AAVEUSDC-AAVEGHO,Aura,,$6.37m,6370000,7.98,2.37,,,,5.76,,100.0,,,,,
2026-04-19,57,SUSDAI / For buying PT-sUSDai-15OCT2026,Pendle,,$12.9m,12900000,7.84,7.84,,,,7.66,,46.2,,,,,
2026-04-19,58,EDGEUSDC,Morpho V1,,"$846,426",846426,7.8,5.21,,,,4.98,,89.2,,,,,
2026-04-19,59,USDC,Wasabi Perps,,$4.09m,4090000,7.59,7.59,,,,7.59,,4.67,,,,,
2026-04-19,60,USDSUI,NAVI Lending,,$1.54m,1540000,7.59,0.05,,,,7.54,,8.93,,,,,
2026-04-19,61,WABASGHO-WABASUSDC / Aura,Beefy,,$1.63m,1630000,7.57,5.51,,,,5.51,,69.5,,,,,
2026-04-19,62,SUSDAI / For LP | Maturity 15OCT2026,Pendle,,$12.9m,12900000,7.53,6.76,,,,7.49,,62.5,,,,,
2026-04-19,63,BBQUSDT0,Morpho V1,,$5.32m,5320000,7.52,3.46,,,,6.08,,100.0,,,,,
2026-04-19,64,BBQUSDC,Morpho V1,,$4.16m,4160000,7.51,7.51,,,,4.97,,87.8,,,,,
2026-04-19,65,BBQUSDT0,Morpho V1,,$5.32m,5320000,7.5,3.08,,,,6.04,,99.3,,,,,
2026-04-19,66,APXUSD / For LP | Maturity 18JUN2026,Pendle,,$3.11m,3110000,7.44,5.72,,,,9.14,,99.8,,,,,
2026-04-19,67,USDT,Symbiosis,,"$941,168",941168,7.43,7.43,,,,7.43,,6.92,,,,,
2026-04-19,68,USDC-SUSD / stable - 0.05%,Velodrome V2,,$1m,1000000,7.32,7.32,,,,6.35,,99.8,,,,,
2026-04-19,69,MIM-USDC / Mim,Beefy,,$2.43m,2430000,7.28,7.18,,,,7.18,,89.0,,,,,
2026-04-19,70,SUSDAI / For buying PT-sUSDai-18JUN2026,Pendle,,$6.4m,6400000,7.24,7.24,,,,7.12,,62.3,,,,,
2026-04-19,71,GTUSDCF,Morpho V1,,$2.01m,2009999.9999999998,7.23,7.23,,,,5.1,,80.3,,,,,
2026-04-19,72,USDC / Dolomite Balance,Dolomite,,"$560,399",560399,7.2,7.2,,,,7.2,,4.14,,,,,
2026-04-19,73,SUSDAI / 30d unlock,USD AI,,$259.2m,259200000,7.16,7.16,,,,6.27,,86.3,,,,,
2026-04-19,74,SYZUSD,Yuzu Money,,$23.05m,23050000,7.13,7.13,,,,7.29,,100.0,,,,,
2026-04-19,75,USDAI / For buying PT-USDai-15OCT2026,Pendle,,"$875,580",875580,7.13,7.13,,,,6.12,,91.4,,,,,
2026-04-19,76,SUSDAI / For LP | Maturity 18JUN2026,Pendle,,$6.4m,6400000,7.02,6.65,,,,6.95,,79.9,,,,,
2026-04-19,77,GTUSDCF,Morpho V1,,$1.15m,1150000,6.98,6.98,,,,4.8,,92.8,,,,,
2026-04-19,78,BBQUSDC,Morpho V1,,$18.31m,18310000,6.97,6.97,,,,4.95,,65.0,,,,,
2026-04-19,79,USDC / 40 Acres,Harvest Finance,,$2.02m,2020000,6.93,6.93,,,,6.16,,59.6,,,,,
2026-04-19,80,USDC / Harvest USDC vault Base,Fusion by IPOR,,"$769,768",769768,6.76,6.76,,,,4.34,,62.3,,,,,
2026-04-19,81,USDC,Liqwid,,"$527,466",527466,6.58,6.58,,,,6.58,,3.91,,,,,
2026-04-19,82,USDC-USDT / CL1 - 0.0009%,Aerodrome Slipstream,,$1.2m,1200000,6.51,5.23,,,,7.11,,6.54,,,,,
2026-04-19,83,XUSD,Sovryn Dex,,"$728,066",728066,6.48,6.48,,,,6.48,,6.54,,,,,
2026-04-19,84,USDC / Morpho,Beefy,,"$947,379",947379,6.46,4.42,,,,4.42,,93.3,,,,,
2026-04-19,85,GHO,Fluid Lending,,$3.37m,3370000,6.46,3.37,,,,6.33,,65.1,,,,,
2026-04-19,86,DTUSDC,Lagoon,,"$675,986",675986,6.46,6.46,,,,5.6,,87.9,,,,,
2026-04-19,87,SPARKUSDC,Morpho V1,,$14.88m,14880000,6.39,6.39,,,,3.98,,47.6,,,,,
2026-04-19,88,STEAKUSDC,Morpho V1,,$274.06m,274060000,6.36,6.36,,,,3.95,,6.5,,,,,
2026-04-19,89,USDC / Morpho - Gauntlet Frontier V2,Harvest Finance,,"$692,927",692927,6.35,6.35,,,,4.5,,100.0,,,,,
2026-04-19,90,USDC / Autopilot,Harvest Finance,,"$769,865",769865,6.34,6.34,,,,4.9,,62.3,,,,,
2026-04-19,91,STEAKUSDC,Morpho V1,,$511.72m,511720000,6.31,6.31,,,,3.95,,85.5,,,,,
2026-04-19,92,AAVEGHO-USDT-USDC,Aura,,$7.4m,7400000,6.3,1.3,,,,7.2,,100.0,,,,,
2026-04-19,93,GTUSDCP,Morpho V1,,$358.72m,358720000,6.3,6.3,,,,3.95,,79.8,,,,,
2026-04-19,94,PUSDC,Morpho V1,,$4.43m,4430000,6.27,6.27,,,,3.95,,94.9,,,,,
2026-04-19,95,MWUSDC,Morpho V1,,$12.99m,12990000,6.22,6.22,,,,3.95,,37.7,,,,,
2026-04-19,96,GTUSDCC,Morpho V1,,$1.64m,1640000,6.02,6.02,,,,3.97,,94.7,,,,,
2026-04-19,97,HYPERUSDCA,Morpho V1,,$28.32m,28320000,6.0,4.08,,,,6.84,,100.0,,,,,
2026-04-19,98,WAARBUSDCN-WAARBUSDT-WAARBGHO / Aura,Beefy,,$3.67m,3670000,5.99,6.85,,,,6.85,,70.4,,,,,
2026-04-19,99,USDC / TermMax USDC Vault,TermMax,,$1.24m,1240000,5.94,5.94,,,,3.9,,100.0,,,,,
2026-04-19,100,STEAKUSDC,Morpho V1,,$62.42m,62420000,5.79,5.79,,,,3.94,,95.3,,,,,
2026-04-20,1,USDC.E-USDT.E,Yuzu Finance,Move,"$814,538",814538,25.17,0.29,24.88,25.61,,,,,,,,,
2026-04-20,2,FEUSDT02,Morpho V1,Hyperliquid L1,$1.82m,1820000,23.07,23.07,5.6,63.9,,,,,,,,,
2026-04-20,3,FEUSDH,Morpho V1,Hyperliquid L1,$3.92m,3920000,22.8,22.8,5.74,52.6,,,,,,,,,
2026-04-20,4,USDC / yoUSD,YO Protocol,Base,$22.89m,22890000,17.42,5.42,14.11,62.9,,,,,,,,,
2026-04-20,5,USDC / yoUSD,YO Protocol,Arbitrum,"$545,350",545350,17.42,5.42,14.13,88.6,,,,,,,,,
2026-04-20,6,IUSD,Indigo,Cardano,$4.54m,4540000,16.75,16.75,16.75,17.92,,,,,,,,,
2026-04-20,7,FEUSDT0,Morpho V1,Hyperliquid L1,$12.27m,12270000,15.44,15.44,5.34,77.3,,,,,,,,,
2026-04-20,8,USDC,Fluid Lending,Arbitrum,$28.62m,28620000,15.36,14.29,6.43,52.4,,,,,,,,,
2026-04-20,9,BBQUSD1,Morpho V1,Monad,$3.54m,3540000,15.26,8.79,177,91.3,,,,,,,,,
2026-04-20,10,USDC,Gearbox,Monad,"$940,925",940925,14.71,5.13,7.81,88.1,,,,,,,,,
2026-04-20,11,WNUSDT0-WNAUSD-WNUSDC / Balancer,Beefy,Monad,$2.86m,2860000,13.86,14.19,14.19,78.2,,,,,,,,,
2026-04-20,12,APXUSD / For buying PT-apxUSD-18JUN2026,Pendle,Base,$3.12m,3120000,13.61,13.61,14.26,97.5,,,,,,,,,
2026-04-20,13,USDC-USDT / CL1 - 0.0009%,Aerodrome Slipstream,Base,$1.16m,1160000,13.51,12.94,8.25,6.69,,,,,,,,,
2026-04-20,14,USDC-MSUSD / stable - 0.05%,Velodrome V2,Op Mainnet,$1.22m,1220000,13.16,13.16,11.72,100,,,,,,,,,
2026-04-20,16,USDC,Fluid Lending,Base,$8.85m,8850000,12.78,10.41,6.99,27.2,,,,,,,,,
2026-04-20,17,MSUSD-USDC,Extra Finance Leverage Farming,Base,$1.17m,1170000,12.68,12.68,11.93,99.7,,,,,,,,,
2026-04-20,18,USDC / arbUSD,AUTOfinance,Arbitrum,$1.9m,1900000,12.31,10.4,8.32,100,,,,,,,,,
2026-04-20,19,FEUSDC,Morpho V1,Hyperliquid L1,$26.36m,26360000,12.29,12.29,5.48,80.2,,,,,,,,,
2026-04-20,20,USDC / vault,Avantis,Base,$56.09m,56090000,12.09,12.09,9.72,34.8,,,,,,,,,
2026-04-20,21,MSUSD-USDC,Aerodrome V1,Base,$6.71m,6710000,11.99,11.99,11.31,99.7,,,,,,,,,
2026-04-20,22,AUSD / earnAUSD/AUSD,Curvance,Monad,"$920,975",920975,11.88,11.88,6.9,62.6,,,,,,,,,
2026-04-20,23,USDG,Kamino Lend,Solana,"$989,276",989276,11.85,11.85,11.85,4.88,,,,,,,,,
2026-04-20,24,GTUSDCC,Morpho V1,Hyperliquid L1,$2.33m,2330000,11.79,11.79,5.87,92.1,,,,,,,,,
2026-04-20,25,AUGUSTUSDC,Morpho V1,Monad,$5.93m,5930000,11.64,9.08,7.67,100,,,,,,,,,
2026-04-20,26,DJED,Liqwid,Cardano,$1.74m,1740000,11.53,11.53,11.53,11.9,,,,,,,,,
2026-04-20,27,PYUSD,Kamino Lend,Solana,$6.89m,6890000,11.43,11.43,11.43,2.64,,,,,,,,,
2026-04-20,28,MSUSD-USDC / Aerodrome,Beefy,Base,"$670,730",670730,11.42,10.84,10.84,55.8,,,,,,,,,
2026-04-20,29,USDC,Sprinter,Base,$2.96m,2960000,11.35,10.25,,10.25,,,,,,,,,
2026-04-20,30,AUSD,Accountable,Monad,"$525,519",525519,11.3,6.3,5,11.3,,,,,,,,,
2026-04-20,31,AUGUSTUSDCV2,Morpho V1,Monad,$5.93m,5930000,11.29,8.74,7.45,99.8,,,,,,,,,
2026-04-20,32,EARNAUSD,Upshift,Monad,$40.09m,40090000,11.01,6.14,4.87,8.84,,,,,,,,,
2026-04-20,33,MIM-USDT0 / Mim,Beefy,Arbitrum,$1.1m,1100000,10.35,10.32,10.32,81.9,,,,,,,,,
2026-04-20,34,AAVEUSDC-AAVEGHO,Aura,Base,$6.14m,6140000,10.34,4.53,5.88,100,,,,,,,,,
2026-04-20,35,SUPERUSDC / SuperVault,Superform,Base,$1.53m,1530000,10.31,4.72,6.17,64.3,,,,,,,,,
2026-04-20,36,SUSDU,Unitas,Solana,$46.37m,46370000,10.18,10.18,10.18,11.87,,,,,,,,,
2026-04-20,37,USDC / Autopilot,Harvest Finance,Base,"$736,035",736035,9.96,9.96,5.06,62.7,,,,,,,,,
2026-04-20,38,USDT0,Neverland,Monad,$2.59m,2590000,9.9,4.38,9.21,87.4,,,,,,,,,
2026-04-20,39,AAVEGHO-USDT-USDC,Aura,Arbitrum,$6.31m,6310000,9.8,3.94,7.21,100,,,,,,,,,
2026-04-20,40,AUSD,Neverland,Monad,$8.83m,8830000,9.71,4.22,10.17,80.6,,,,,,,,,
2026-04-20,41,BBQUSDT0,Morpho V1,Arbitrum,$28.63m,28630000,9.7,9.7,3.49,100,,,,,,,,,
2026-04-20,42,ALUSD-USDC,Curve DEX,Arbitrum,"$733,297",733297,9.53,0.72,9.85,100,,,,,,,,,
2026-04-20,43,USDC,Abyss,Sui,$1.86m,1860000,9.48,9.48,9.48,8.79,,,,,,,,,
2026-04-20,44,SUSDAI / For buying PT-sUSDai-18JUN2026,Pendle,Arbitrum,$6.44m,6440000,9.38,9.38,7.17,64,,,,,,,,,
2026-04-20,45,ALUSD-USDC / Curve,Stake DAO,Arbitrum,"$698,280",698280,9.24,0.24,9.41,95.9,,,,,,,,,
2026-04-20,46,DAI-USDT / 0.00%,Uniswap V4,Polygon,"$535,004",535004,9.2,9.2,9.2,12.46,,,,,,,,,
2026-04-20,47,USDT,ZEROBASE CeDeFi,Arbitrum,$7.94m,7940000,9,7,9,99.7,,,,,,,,,
2026-04-20,48,USDC,ZEROBASE CeDeFi,Arbitrum,"$790,767",790767,9,7,9,97.4,,,,,,,,,
2026-04-20,49,AUSD,Yearn Finance,Katana,$2.01m,2009999.9999999998,8.88,8.88,8.88,2.73,,,,,,,,,
2026-04-20,50,ZVUSDC,Zircuit Finance,Base,$1.51m,1510000,8.63,8.63,8.7,26.1,,,,,,,,,
2026-04-20,51,USDC / Clearstar Earn USDC,Euler V2,Monad,"$593,053",593053,8.6,8.6,3.42,100,,,,,,,,,
2026-04-20,52,GHO,Fluid Lending,Arbitrum,$2.86m,2860000,8.58,4.94,6.36,71.6,,,,,,,,,
2026-04-20,53,USDC / baseUSD,AUTOfinance,Base,$5.91m,5910000,8.46,4.96,6.9,99.9,,,,,,,,,
2026-04-20,54,SUSDAI / For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.44m,6440000,8.44,7.77,6.92,79.4,,,,,,,,,
2026-04-20,55,BBQUSDT0,Morpho V1,Monad,$5.08m,5080000,8.41,4.51,6.13,100,,,,,,,,,
2026-04-20,56,HYPERVBUSDCA,Morpho V1,Katana,$1.51m,1510000,8.36,8.36,8.36,3.13,,,,,,,,,
2026-04-20,57,WABASGHO-WABASUSDC / Aura,Beefy,Base,$1.61m,1610000,8.33,5.59,5.59,72.1,,,,,,,,,
2026-04-20,58,USDC,Neverland,Monad,$15.84m,15840000,8.3,3.91,8.38,81.9,,,,,,,,,
2026-04-20,59,USDC,MortgageFi,Base,"$721,011",721011,8.2,9.13,9.13,98.2,,,,,,,,,
2026-04-20,60,USDC,Loopscale,Solana,$2.28m,2280000,7.95,7.36,0.59,8.39,,,,,,,,,
2026-04-20,61,EDGEUSDC,Morpho V1,Base,"$841,197",841197,7.86,5.29,5.08,89.2,,,,,,,,,
2026-04-20,62,SUSDAI / For buying PT-sUSDai-15OCT2026,Pendle,Arbitrum,$12.33m,12330000,7.85,7.85,7.69,46.8,,,,,,,,,
2026-04-20,63,WAARBUSDCN-WAARBUSDT-WAARBGHO / Aura,Beefy,Arbitrum,$3.65m,3650000,7.84,6.83,6.83,65.2,,,,,,,,,
2026-04-20,64,USDC,Kamino Lend,Solana,$7.41m,7410000,7.8,7.8,7.8,2.45,,,,,,,,,
2026-04-20,65,BBQUSDC,Morpho V1,Base,$18.21m,18210000,7.8,7.8,5.07,63.6,,,,,,,,,
2026-04-20,66,USDC / Harvest USDC vault Base,Fusion by IPOR,Base,"$735,998",735998,7.76,7.76,4.5,62.7,,,,,,,,,
2026-04-20,67,GTUSDCF,Morpho V1,Base,"$899,699",899699,7.66,7.66,4.93,85.6,,,,,,,,,
2026-04-20,68,USDC / Euler Earn USDC,Euler V2,Monad,$1m,1000000,7.66,7.66,2.12,95.1,,,,,,,,,
2026-04-20,69,SUSDAI / For LP | Maturity 15OCT2026,Pendle,Arbitrum,$12.33m,12330000,7.66,6.81,7.45,61.4,,,,,,,,,
2026-04-20,70,HYPERUSDCA,Morpho V1,Monad,$20m,20000000,7.44,5.43,6.87,100,,,,,,,,,
2026-04-20,71,USDT,Symbiosis,Tron,$1.4m,1400000,7.43,7.43,7.43,6.93,,,,,,,,,
2026-04-20,72,APXUSD / For LP | Maturity 18JUN2026,Pendle,Base,$3.12m,3120000,7.39,5.7,9.03,99.7,,,,,,,,,
2026-04-20,73,SYZUSD,Yuzu Money,Monad,$23.06m,23060000,7.33,7.33,7.27,100,,,,,,,,,
2026-04-20,74,MIM-USDC / Mim,Beefy,Arbitrum,$2.43m,2430000,7.27,7.18,7.18,89,,,,,,,,,
2026-04-20,75,SUSDAI / 30d unlock,USD AI,Arbitrum,$259.19m,259190000,7.15,7.15,6.3,85.5,,,,,,,,,
2026-04-20,76,USDAI / For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$772,861",772861,7.08,7.08,6.15,90.9,,,,,,,,,
2026-04-20,77,USDC / MainMarket,Current,Sui,$2.04m,2040000,7.02,1.26,5.76,6.07,,,,,,,,,
2026-04-20,78,USDSUI,NAVI Lending,Sui,$1.64m,1640000,6.99,0.07,6.92,8.87,,,,,,,,,
2026-04-20,79,USDC-SUSD / stable - 0.05%,Velodrome V2,Op Mainnet,"$993,948",993948,6.99,6.99,6.39,99.8,,,,,,,,,
2026-04-20,80,USDC / 40 Acres,Harvest Finance,Base,$2.02m,2020000,6.93,6.93,6.23,59.6,,,,,,,,,
2026-04-20,81,USDC,Liqwid,Cardano,"$521,249",521249,6.66,6.66,6.66,4.02,,,,,,,,,
2026-04-20,82,USDC / Morpho,Beefy,Base,"$962,650",962650,6.61,4.53,4.53,91.1,,,,,,,,,
2026-04-20,83,USDC / Dolomite Balance,Dolomite,Arbitrum,"$708,930",708930,6.57,6.57,6.57,4.26,,,,,,,,,
2026-04-20,84,XUSD,Sovryn Dex,Rootstock,"$728,066",728066,6.48,6.48,6.48,6.54,,,,,,,,,
2026-04-20,85,DTUSDC,Lagoon,Base,"$675,986",675986,6.46,6.46,5.62,87.9,,,,,,,,,
2026-04-20,86,BBQUSDC,Morpho V1,Arbitrum,$15.33m,15330000,6.25,6.25,2.94,28.6,,,,,,,,,
2026-04-20,87,USDC,Extra Finance Leverage Farming,Base,$3.71m,3710000,6.23,6.23,5.1,99.9,,,,,,,,,
2026-04-20,88,USDC,DeltaPrime,Arbitrum,"$721,002",721002,6.19,6.19,6.4,67.2,,,,,,,,,
2026-04-20,89,GTUSDCP,Morpho V1,Base,$43.29m,43290000,6.02,6.02,4.04,86.5,,,,,,,,,
2026-04-20,90,STEAKUSDC,Morpho V1,Base,$98.03m,98030000,6.02,6.02,4.04,94.5,,,,,,,,,
2026-04-20,91,STEAKUSDCFARCASTER,Morpho V1,Base,"$572,783",572783,6.02,6.02,4.04,38.1,,,,,,,,,
2026-04-20,92,USDC / TermMax USDC Vault,TermMax,Base,$1.24m,1240000,6.02,6.02,4.01,100,,,,,,,,,
2026-04-20,93,MWUSDC,Morpho V1,Base,$13.11m,13110000,6,6,4.05,40.2,,,,,,,,,
2026-04-20,94,SPARKUSDC,Morpho V1,Base,$41.14m,41140000,6,6,4.09,89.5,,,,,,,,,
2026-04-20,95,PUSDC,Morpho V1,Base,$4.26m,4260000,6,6,4.06,97,,,,,,,,,
2026-04-20,96,GTUSDCC,Morpho V1,Base,$1.65m,1650000,6,6,4.08,94.6,,,,,,,,,
2026-04-20,97,USDC,Gains Network,Arbitrum,$8.63m,8630000,5.68,5.68,6.42,60.9,,,,,,,,,
2026-04-20,98,AUSD / syzUSD/AUSD,Curvance,Monad,"$831,850",831850,5.64,5.64,6.07,92,,,,,,,,,
2026-04-20,99,DLLR,Sovryn Dex,Rootstock,"$542,083",542083,5.53,5.53,5.53,5.31,,,,,,,,,
2026-04-20,100,GTUSDCC,Morpho V1,Unichain,$1.2m,1200000,5.51,5.51,6.25,92.2,,,,,,,,,
2026-04-21,2,USDC.E-USDT.E,Yuzu Finance,Move,"$800,603",800603,25.25,0.15,25.1,25.72,,,,,,,,,
2026-04-21,3,FEUSDT02,Morpho V1,Hyperliquid L1,$1.74m,1740000,25.1,25.1,25.1,6.08,,,,,,,,,
